dpd_5_cnt,dpd_15_cnt,dpd_30_cnt,close_loans_cnt,payment_type_1,payment_type_2,payment_type_3,past_billings_cnt,age,gender,bad_flag,score_combined,has_overdue_info
,,,1.0,0,0,6,6.0,41,0,0,611.1168235858707,0
,,,1.0,0,9,0,8.0,30,0,0,576.5878472242539,0
,,,2.0,0,6,2,8.0,31,1,0,629.2870264314199,0
,,,0.0,0,3,0,3.0,39,1,0,598.045608246966,0
,,,0.0,0,2,0,2.0,42,1,0,627.8515959327873,0
,,,1.0,0,6,0,6.0,33,0,0,612.3230903950008,0
,,,0.0,0,3,0,2.0,50,0,0,592.0369845053748,0
,,,1.0,0,3,0,3.0,64,0,0,558.29569071503,0
,,,0.0,0,1,0,1.0,40,1,1,577.9856128671641,0
,,,2.0,0,12,0,12.0,38,0,0,600.5436816987657,0
,,,0.0,0,2,0,2.0,26,1,1,512.3252369878478,0
,,,0.0,0,4,0,4.0,48,0,0,455.7684383720417,0
,,,0.0,0,1,0,1.0,26,1,0,484.1740735851817,0
5.0,0.0,0.0,5.0,0,16,0,17.0,27,1,1,540.9736229976577,1
,,,1.0,1,0,0,1.0,19,0,1,488.1986112319361,0
4.0,0.0,0.0,1.0,0,6,0,6.0,21,0,0,545.9380253197745,1
,,,0.0,4,0,0,2.0,30,0,0,611.1168235858707,0
,,,0.0,0,5,0,5.0,53,0,0,606.8914572644908,0
,,,1.0,0,5,0,3.0,27,0,0,564.9917352131706,0
,,,0.0,3,0,0,2.0,28,1,0,588.2262388482454,0
,,,0.0,0,3,0,3.0,33,0,0,625.6194133972778,0
,,,,0,0,0,,57,1,1,544.6242909035013,0
,,,1.0,0,3,0,3.0,29,0,0,626.9514916793889,0
,,,0.0,0,2,0,2.0,25,0,0,579.8754054014169,0
,,,1.0,0,4,0,3.0,40,0,0,544.1793513696593,0
1.0,0.0,0.0,0.0,1,2,0,2.0,37,0,1,606.0914194981237,1
,,,1.0,0,8,0,7.0,42,0,0,542.4840010530098,0
,,,1.0,6,0,0,6.0,38,0,0,564.9671223278916,0
,,,2.0,0,7,0,7.0,23,0,0,541.4552286673147,0
,,,1.0,0,2,0,3.0,40,0,0,620.8720299070594,0
,,,4.0,1,10,0,11.0,30,0,0,596.3850700849613,0
,,,0.0,0,1,0,1.0,53,0,0,640.9281976341432,0
,,,1.0,0,3,0,3.0,26,0,0,612.2197381784796,0
,,,1.0,0,4,0,4.0,34,0,0,601.9791121973982,0
,,,0.0,0,5,0,5.0,27,0,0,634.3876080519926,0
,,,0.0,0,1,0,1.0,40,0,0,610.8876598963683,0
1.0,0.0,0.0,0.0,0,1,2,2.0,29,0,0,455.7684383720417,1
,,,1.0,0,2,1,3.0,44,0,0,610.8876598963683,0
,,,0.0,0,3,0,3.0,31,0,0,612.4370204891152,0
,,,1.0,0,6,0,6.0,35,0,0,458.7134272248173,0
,,,0.0,0,0,2,3.0,30,0,1,,0
,,,0.0,0,0,0,1.0,18,0,0,,0
1.0,1.0,0.0,1.0,4,0,0,4.0,44,0,0,557.6652582362941,1
,,,9.0,0,16,0,15.0,22,1,0,510.0563898518593,0
,,,1.0,0,0,0,1.0,36,0,0,588.5313149452869,0
,,,1.0,0,5,0,6.0,28,0,0,600.5436816987657,0
,,,1.0,1,0,0,1.0,27,0,0,561.8560937233443,0
1.0,0.0,0.0,1.0,4,0,0,3.0,43,0,0,533.4898488817404,1
,,,1.0,0,7,0,6.0,27,1,0,563.2137940942038,0
,,,0.0,0,0,0,,32,1,1,566.3829068882611,0
,,,0.0,0,0,0,,47,0,0,609.6813930872381,0
,,,0.0,0,0,0,,35,0,0,604.8840357781229,0
,,,1.0,1,0,0,,32,0,0,545.1348178008499,0
,,,0.0,0,6,0,5.0,24,0,0,532.9777743091015,0
,,,3.0,0,13,0,13.0,62,0,0,677.4978576974895,0
,,,0.0,0,3,0,3.0,43,0,0,627.0548438959104,0
,,,6.0,0,11,0,10.0,35,0,0,582.6546410494685,0
,,,0.0,0,1,0,,35,1,0,564.4328825413477,0
,,,0.0,0,6,0,5.0,44,1,0,588.2262388482454,0
,,,1.0,0,5,0,6.0,34,0,0,639.6499760002923,0
1.0,1.0,0.0,3.0,0,1,15,11.0,30,0,0,572.6966468517686,1
,,,2.0,0,11,0,6.0,24,0,0,563.5156481632588,0
,,,1.0,0,0,0,2.0,26,0,0,616.7108656983075,0
7.0,2.0,2.0,3.0,0,11,0,11.0,34,0,0,470.1650349483844,1
,,,0.0,0,3,0,3.0,33,0,0,638.762982521989,0
,,,0.0,0,1,0,2.0,43,0,0,572.6966468517686,0
,,,1.0,0,4,0,3.0,38,0,0,612.2197381784796,0
1.0,1.0,0.0,2.0,0,6,0,6.0,39,1,0,588.2262388482454,1
,,,3.0,0,0,8,8.0,30,0,0,511.7939650831743,0
1.0,1.0,1.0,9.0,0,15,1,14.0,25,0,0,566.6879829853025,1
,,,3.0,0,10,0,10.0,28,0,0,571.2612163531361,0
,,,0.0,2,0,0,2.0,39,0,0,612.3230903950008,0
4.0,1.0,0.0,1.0,9,0,0,9.0,38,0,0,577.5433136554443,1
2.0,2.0,1.0,1.0,2,5,0,4.0,70,0,1,635.0016396156825,1
,,,1.0,0,1,0,3.0,24,0,0,612.2197381784796,0
,,,3.0,0,11,2,11.0,33,0,1,421.17791501511897,0
2.0,0.0,0.0,2.0,0,11,0,10.0,36,0,0,591.0229333428732,1
,,,2.0,0,6,0,6.0,51,0,0,649.8367453331134,0
1.0,0.0,0.0,1.0,0,4,0,3.0,42,0,0,571.2612163531361,1
,,,0.0,0,3,0,3.0,34,0,0,570.7376940129443,0
,,,0.0,0,3,0,2.0,58,0,0,651.2721758317459,0
,,,0.0,0,3,0,3.0,38,0,0,558.9031412294769,0
,,,4.0,0,7,0,6.0,30,0,0,634.3876080519926,0
,,,1.0,0,2,0,3.0,23,0,0,625.6194133972778,0
,,,0.0,0,6,0,5.0,35,0,0,612.2197381784796,0
,,,0.0,2,2,0,4.0,39,1,0,506.26921953052505,0
,,,4.0,0,11,0,10.0,31,0,0,484.6676247597914,0
,,,1.0,0,3,0,3.0,65,0,0,635.1049918322037,0
2.0,2.0,0.0,0.0,0,7,0,6.0,40,0,0,534.0439408046929,1
,,,1.0,0,5,0,5.0,30,1,0,479.41253304306366,0
1.0,0.0,0.0,1.0,4,0,0,5.0,26,0,0,604.8840357781229,1
,,,6.0,5,5,7,16.0,24,0,0,583.9580815774534,0
2.0,2.0,0.0,3.0,0,6,0,5.0,43,0,1,569.4446669325296,1
1.0,1.0,1.0,19.0,0,20,0,20.0,33,0,0,548.7838946623493,1
,,,0.0,0,1,0,1.0,47,0,0,627.0548438959104,0
1.0,1.0,0.0,1.0,0,6,0,6.0,20,0,0,549.9879094921329,1
1.0,1.0,1.0,2.0,0,6,0,7.0,33,0,0,484.3731729889318,1
,,,5.0,0,15,0,8.0,49,0,0,642.6580799036352,0
1.0,0.0,0.0,2.0,0,10,0,10.0,58,0,0,657.1695094891958,1
,,,0.0,0,0,2,1.0,30,0,0,646.9827401563746,0
,,,3.0,1,11,0,12.0,24,0,0,581.0330070774284,0
,,,0.0,0,0,1,2.0,32,0,0,600.5436816987657,0
,,,0.0,0,1,0,1.0,28,0,0,497.8119902608609,0
1.0,0.0,0.0,1.0,0,3,1,4.0,33,0,0,600.5436816987657,1
,,,1.0,0,3,0,3.0,21,0,0,557.6140817994885,0
1.0,1.0,0.0,1.0,0,7,1,8.0,19,0,1,,1
,,,2.0,0,1,5,6.0,58,1,0,600.7675143043672,0
,,,0.0,0,2,0,2.0,36,0,0,632.9521775533601,0
,,,0.0,0,1,0,1.0,31,1,1,510.01857655915495,0
,,,0.0,0,2,0,2.0,29,0,0,470.1650349483844,0
,,,1.0,0,0,7,7.0,31,0,0,552.3827665914015,0
,,,0.0,0,4,0,4.0,24,0,0,587.4284003526782,0
1.0,1.0,1.0,1.0,0,5,0,5.0,20,1,0,555.9769274203359,1
,,,1.0,0,3,0,3.0,34,0,0,555.179040981675,0
,,,1.0,2,3,0,4.0,30,0,0,573.642617593669,0
1.0,0.0,0.0,0.0,0,1,0,1.0,34,0,0,482.9377424902992,1
,,,2.0,0,9,0,7.0,21,0,0,594.7021802514794,0
,,,0.0,0,0,1,1.0,29,0,0,587.4284003526782,0
,,,1.0,0,6,3,8.0,26,1,0,576.5501823685315,0
,,,1.0,0,6,1,6.0,36,0,1,637.333665677461,0
,,,0.0,0,2,0,2.0,59,0,0,494.38236688422006,0
,,,0.0,0,0,2,2.0,33,0,0,634.3876080519926,0
,,,1.0,0,5,0,3.0,45,0,0,632.9521775533601,0
,,,1.0,0,6,0,6.0,28,1,0,520.4069589676657,0
1.0,1.0,1.0,1.0,0,9,0,9.0,48,0,1,464.78743340469634,1
,,,1.0,0,5,0,6.0,25,0,0,623.7119556902528,0
,,,0.0,2,0,0,2.0,41,0,0,618.2204240524505,0
,,,0.0,0,1,0,1.0,50,0,0,576.2479010712963,0
,,,1.0,0,4,0,5.0,35,0,1,486.4063468034368,0
1.0,0.0,0.0,1.0,0,5,0,5.0,46,0,0,577.5433136554443,1
,,,0.0,0,5,0,5.0,53,0,0,549.8649752932581,0
,,,2.0,0,12,0,12.0,27,0,0,612.2197381784796,0
,,,1.0,0,3,0,3.0,44,0,0,625.6194133972778,0
,,,0.0,0,2,0,2.0,25,0,0,536.3295126859737,0
,,,2.0,0,4,0,6.0,42,0,0,532.0544183831076,0
,,,0.0,0,3,0,3.0,26,0,0,576.2973773172547,0
,,,3.0,7,1,0,8.0,40,0,1,588.6555455610842,0
3.0,1.0,0.0,1.0,0,0,3,3.0,27,0,1,520.4909281364668,1
1.0,1.0,1.0,5.0,8,0,4,12.0,36,0,0,625.6194133972778,1
,,,0.0,0,2,0,2.0,51,0,0,649.8367453331134,0
3.0,1.0,1.0,0.0,0,0,3,3.0,24,0,1,611.1168235858707,1
1.0,0.0,0.0,0.0,0,5,0,5.0,43,0,0,612.2197381784796,1
,,,2.0,0,13,0,13.0,55,0,0,677.4978576974895,0
,,,2.0,0,6,0,5.0,23,0,0,568.1234134839351,0
,,,0.0,0,5,0,5.0,38,0,0,534.9319709525679,0
,,,1.0,0,5,0,3.0,34,0,0,634.3876080519926,0
,,,0.0,0,4,0,2.0,27,0,0,634.1683529093362,0
,,,1.0,0,3,0,6.0,58,0,0,595.4785482889718,0
,,,0.0,4,0,3,5.0,32,0,0,606.0914194981237,0
,,,0.0,0,1,0,,41,0,1,549.6637244534774,0
2.0,0.0,0.0,0.0,0,4,0,4.0,22,0,0,519.0772672645381,1
,,,1.0,0,1,0,,34,0,0,576.5878472242539,0
,,,0.0,0,2,0,2.0,31,0,1,470.1650349483844,0
,,,1.0,0,0,0,,58,0,0,498.1424767290047,0
2.0,2.0,0.0,4.0,15,9,0,17.0,28,0,0,516.0727466801483,1
,,,5.0,2,19,0,21.0,54,0,0,583.1284368064047,0
,,,0.0,1,0,0,1.0,34,1,0,592.7173663680736,0
,,,0.0,0,2,0,1.0,30,0,1,571.2612163531361,0
,,,1.0,0,6,0,5.0,24,0,1,470.7509922508909,0
1.0,0.0,0.0,2.0,0,4,0,4.0,42,0,0,454.81297194085136,1
,,,1.0,0,4,0,4.0,61,0,0,637.3598373190181,0
,,,0.0,0,3,0,3.0,29,1,0,495.00045131229433,0
,,,1.0,1,8,0,8.0,23,0,0,576.8552584655729,0
,,,1.0,3,3,0,5.0,28,0,0,568.1234134839351,0
,,,3.0,0,6,0,5.0,58,0,0,498.1424767290047,0
,,,0.0,0,0,4,5.0,28,0,0,542.6823738757209,0
,,,1.0,0,8,0,7.0,45,0,0,667.3110883646683,0
,,,0.0,0,2,0,2.0,30,0,1,503.4060323732977,0
,,,0.0,0,1,0,1.0,55,0,0,635.1049918322037,0
,,,0.0,0,2,0,2.0,25,0,1,585.9929698540457,0
,,,3.0,0,9,0,7.0,35,0,0,596.1158411234079,0
,,,0.0,0,3,0,3.0,29,0,0,537.3394626229477,0
,,,0.0,0,0,4,2.0,24,0,0,601.9791121973982,0
,,,1.0,0,6,0,6.0,25,0,0,588.5313149452869,0
,,,1.0,0,5,0,3.0,26,0,0,566.6879829853025,0
,,,0.0,0,3,2,4.0,23,0,0,,0
,,,1.0,0,0,0,2.0,29,0,0,619.6558545510832,0
,,,0.0,0,1,0,1.0,29,1,0,608.9586782231262,0
,,,0.0,0,0,1,1.0,25,1,0,608.9586782231262,0
1.0,0.0,0.0,2.0,0,8,0,7.0,51,0,0,533.4435157604206,1
,,,0.0,0,5,0,3.0,45,0,0,667.3110883646683,0
1.0,0.0,0.0,1.0,0,8,0,7.0,44,0,0,531.0989519519172,1
1.0,0.0,0.0,0.0,0,1,0,1.0,29,0,0,612.2197381784796,1
,,,1.0,0,3,0,2.0,34,0,0,516.0727466801483,0
,,,1.0,0,3,0,3.0,35,0,0,612.2197381784796,0
2.0,0.0,0.0,0.0,3,0,0,2.0,31,0,0,561.8560937233443,1
,,,0.0,0,2,0,1.0,63,0,0,527.6233643091334,0
,,,2.0,0,5,0,6.0,24,1,0,601.6259140670437,0
,,,1.0,0,5,0,4.0,52,0,0,642.9126751743167,0
,,,1.0,0,2,0,3.0,37,1,0,550.8644656245278,0
,,,1.0,2,4,0,5.0,32,1,0,538.8180608243008,0
,,,0.0,0,5,0,5.0,54,0,1,643.8731864869187,0
,,,1.0,0,3,0,3.0,21,0,0,555.0757367082472,0
,,,1.0,0,3,0,3.0,37,0,0,630.7414283013221,0
1.0,0.0,0.0,8.0,0,14,0,11.0,31,0,0,547.4861259688289,1
,,,0.0,0,4,0,3.0,52,0,1,465.2540168069679,0
,,,3.0,0,10,0,10.0,43,0,0,473.1418891807138,0
,,,2.0,5,0,0,5.0,27,0,0,609.6813930872381,0
,,,5.0,0,17,0,17.0,19,0,0,500.0131488124408,0
,,,2.0,0,0,6,5.0,24,0,0,601.9791121973982,0
,,,0.0,0,1,0,1.0,32,0,0,590.3764062184953,0
,,,1.0,7,0,0,6.0,34,0,0,620.1435953751275,0
,,,1.0,0,4,0,4.0,56,0,0,596.1300672600125,0
,,,0.0,0,4,0,3.0,48,0,1,474.88061122435937,0
1.0,0.0,0.0,4.0,0,9,0,7.0,34,0,0,610.7843076798471,1
,,,2.0,16,0,4,9.0,30,0,0,565.9531583418427,0
,,,0.0,3,0,0,2.0,49,0,0,,0
,,,1.0,0,2,0,3.0,46,0,0,543.6975348585247,0
,,,1.0,0,1,2,3.0,32,0,0,625.6194133972778,0
,,,1.0,0,8,0,8.0,26,1,0,583.8278024373817,0
,,,0.0,0,2,0,2.0,26,0,0,606.3144265285348,0
2.0,2.0,1.0,2.0,0,4,0,4.0,41,1,0,587.1233242556367,1
,,,0.0,0,1,0,1.0,41,1,0,553.4495341580798,0
,,,2.0,0,0,9,9.0,34,0,0,634.3876080519926,0
,,,2.0,0,8,0,8.0,34,0,0,571.2612163531361,0
,,,1.0,0,2,0,3.0,62,0,0,643.8731864869187,0
,,,1.0,0,3,0,3.0,39,0,0,588.5313149452869,0
,,,2.0,1,6,0,7.0,32,0,0,579.8754054014169,0
,,,0.0,0,1,0,1.0,31,0,0,553.3916599830255,0
,,,1.0,0,4,0,4.0,23,1,0,579.3729213324838,0
,,,0.0,0,0,0,,27,1,0,603.0613445656762,0
,,,1.0,0,1,0,,51,0,0,636.4370701143151,0
,,,0.0,0,4,0,3.0,28,1,0,547.267717022902,0
,,,0.0,0,3,0,2.0,52,0,0,554.964086431812,0
,,,1.0,0,3,0,6.0,31,0,0,627.0548438959104,0
,,,1.0,0,0,4,4.0,23,0,0,630.8192477368675,0
,,,0.0,0,1,0,1.0,45,0,1,600.5436816987657,0
,,,0.0,0,1,0,,28,0,0,480.94475434851125,0
,,,0.0,0,1,0,1.0,51,0,0,649.8367453331134,0
,,,1.0,0,5,0,5.0,26,0,0,595.9674313178906,0
,,,0.0,0,4,0,3.0,52,0,0,459.52318176312286,0
,,,3.0,0,9,1,10.0,25,0,0,550.2111248042348,0
,,,1.0,0,3,0,3.0,47,0,0,513.7500105709005,0
,,,1.0,0,2,0,3.0,48,0,0,612.2197381784796,0
,,,2.0,0,0,4,4.0,39,1,0,573.2010771960628,0
1.0,1.0,0.0,2.0,1,3,1,6.0,24,0,0,572.6966468517686,1
1.0,0.0,0.0,3.0,0,17,0,14.0,39,0,0,483.2685439342358,1
,,,0.0,0,2,0,1.0,47,0,0,542.4494691001673,0
,,,2.0,0,6,0,5.0,60,0,0,,0
,,,0.0,0,0,1,,27,0,0,597.3232248434088,0
,,,0.0,0,0,0,,55,0,0,643.8731864869187,0
,,,3.0,0,3,7,12.0,25,0,0,588.5313149452869,0
,,,1.0,0,6,0,9.0,24,0,0,557.289896760833,0
,,,1.0,0,3,0,3.0,31,0,0,646.9827401563746,0
,,,0.0,0,2,0,1.0,41,0,0,651.8450952630212,0
,,,1.0,0,5,0,3.0,45,1,0,544.1299141537011,0
,,,2.0,0,4,0,4.0,35,0,0,611.1168235858707,0
,,,0.0,0,0,0,,26,0,0,590.1522822772133,0
,,,0.0,0,2,0,1.0,26,0,0,455.7684383720417,0
,,,0.0,0,1,1,2.0,24,0,0,600.5436816987657,0
,,,1.0,0,0,6,6.0,31,0,0,632.9521775533601,0
,,,0.0,0,3,0,2.0,32,0,0,619.6558545510832,0
,,,0.0,0,4,0,3.0,57,1,0,544.0576596849446,0
,,,0.0,0,1,0,,25,0,0,518.7086780149747,0
,,,0.0,0,1,0,2.0,38,0,0,541.4552286673147,0
,,,0.0,0,2,0,1.0,21,0,0,564.0324064405303,0
,,,0.0,0,2,0,2.0,47,1,0,542.6599517022257,0
1.0,1.0,0.0,0.0,0,2,0,2.0,54,0,0,640.9281976341432,1
,,,2.0,0,9,0,9.0,41,0,0,549.9945004103366,0
1.0,1.0,0.0,2.0,0,0,6,6.0,28,1,0,608.9586782231262,1
,,,0.0,0,4,0,4.0,57,1,0,516.0219392780522,0
,,,1.0,0,3,0,3.0,30,0,0,575.6446527175857,0
,,,0.0,3,0,0,3.0,29,0,0,610.8876598963683,0
,,,0.0,0,0,2,2.0,40,0,0,600.5436816987657,0
,,,0.0,0,1,0,1.0,28,0,0,553.9203317333813,0
,,,0.0,0,2,0,2.0,34,0,0,615.0826211832498,0
,,,0.0,0,1,0,,23,1,0,532.1934828379901,0
,,,2.0,0,5,0,7.0,18,0,1,,0
,,,2.0,0,6,0,6.0,27,0,0,609.6813930872381,0
,,,3.0,2,10,0,8.0,19,0,0,,0
,,,2.0,0,1,0,2.0,20,0,0,556.5111672068798,0
,,,0.0,0,0,5,5.0,28,0,0,600.5436816987657,0
,,,1.0,0,3,0,3.0,51,0,0,571.495172614438,0
,,,1.0,0,0,7,7.0,36,0,0,505.90547119987775,0
,,,0.0,0,3,0,3.0,31,0,0,582.8195181211313,0
,,,1.0,0,6,0,5.0,32,0,0,512.9379331852056,0
,,,1.0,0,4,0,5.0,35,1,0,473.4034443022292,0
,,,1.0,0,1,0,3.0,40,0,0,615.275435199675,0
,,,1.0,0,6,0,7.0,40,0,0,571.0401094248958,0
,,,0.0,0,0,0,,21,1,0,495.3246363509498,0
,,,0.0,0,4,0,3.0,37,0,0,532.0544183831076,0
,,,2.0,0,6,0,6.0,36,0,0,631.1126558881407,0
,,,0.0,0,6,0,2.0,41,0,0,610.4908995285738,0
,,,1.0,0,3,0,3.0,42,0,0,634.3876080519926,0
,,,1.0,0,3,0,3.0,36,0,0,589.8618123702144,0
3.0,3.0,3.0,5.0,0,16,0,13.0,27,0,0,463.05755113520433,1
,,,0.0,0,1,0,1.0,40,0,0,611.1168235858707,0
,,,0.0,0,5,0,6.0,42,0,0,560.1647252705558,0
1.0,1.0,1.0,1.0,0,3,0,3.0,41,0,0,616.7108656983075,1
,,,0.0,0,2,0,2.0,23,0,0,522.0756445736781,0
,,,1.0,0,0,6,4.0,26,0,0,575.6446527175857,0
,,,1.0,0,3,0,3.0,41,0,0,612.3230903950008,0
,,,2.0,0,2,0,6.0,47,0,0,634.3876080519926,0
1.0,1.0,0.0,1.0,0,0,4,3.0,26,0,0,594.9496395863288,1
,,,1.0,0,3,0,3.0,33,0,0,601.9791121973982,0
,,,0.0,0,2,0,1.0,30,0,0,572.1250024782638,0
,,,0.0,0,2,0,1.0,29,0,0,542.6823738757209,0
,,,0.0,0,2,0,2.0,38,0,0,634.1683529093362,0
,,,1.0,0,3,0,3.0,32,0,0,612.2197381784796,0
1.0,0.0,0.0,1.0,0,7,0,6.0,52,0,0,556.2717503189433,1
1.0,1.0,1.0,1.0,0,6,0,6.0,44,0,1,468.25680295297934,1
,,,1.0,10,0,0,10.0,26,1,0,588.2262388482454,0
1.0,0.0,0.0,2.0,5,0,2,6.0,20,0,0,508.6888848560275,1
,,,1.0,0,6,0,6.0,49,0,0,610.2103017898813,0
,,,1.0,0,5,0,4.0,31,1,0,606.8257484066336,0
,,,1.0,0,3,0,3.0,30,0,0,632.9521775533601,0
,,,1.0,0,6,0,6.0,42,0,0,637.1133417621119,0
,,,4.0,0,14,0,14.0,22,0,0,541.7794137059703,0
,,,0.0,0,1,0,1.0,54,0,1,497.6625126615624,0
,,,2.0,0,0,4,6.0,59,0,0,626.1964441332337,0
,,,2.0,0,7,0,6.0,44,0,0,639.6499760002923,0
,,,2.0,0,5,6,11.0,23,0,0,572.6966468517686,0
,,,1.0,0,3,0,3.0,42,0,1,625.6194133972778,0
,,,0.0,0,3,0,3.0,24,0,0,522.1502417985718,0
,,,3.0,0,8,0,8.0,33,0,0,572.2820250977394,0
,,,0.0,0,2,0,2.0,46,0,0,,0
,,,1.0,0,3,0,3.0,23,1,0,577.9856128671641,0
,,,0.0,0,3,0,2.0,44,0,0,626.9514916793889,0
,,,0.0,0,4,0,4.0,38,1,0,585.6878937570042,0
,,,0.0,0,3,0,2.0,58,0,0,639.4927671355108,0
,,,1.0,0,2,0,5.0,28,1,0,533.1877232708429,0
,,,2.0,0,6,0,5.0,21,0,0,,0
,,,1.0,0,10,1,10.0,28,1,0,603.0613445656762,0
,,,0.0,0,1,0,1.0,47,1,0,518.4048972504763,0
,,,1.0,0,4,0,3.0,37,1,0,610.3941087217587,0
,,,0.0,0,2,0,2.0,28,0,0,653.280525761654,0
,,,0.0,0,1,0,1.0,27,0,0,607.646504810646,0
,,,1.0,0,4,0,3.0,33,0,0,555.118875679229,0
,,,0.0,0,0,0,,46,0,0,625.6194133972778,0
,,,1.0,0,0,0,1.0,40,0,0,496.7313412327612,0
,,,0.0,0,1,0,1.0,35,1,0,585.2702549899334,0
,,,1.0,0,3,0,3.0,38,0,0,570.2795385061817,0
,,,1.0,9,1,0,6.0,27,1,0,505.7892554630828,0
,,,0.0,0,2,0,2.0,24,0,0,612.2197381784796,0
,,,1.0,0,3,0,3.0,41,0,0,500.7859028484054,0
,,,1.0,0,3,0,3.0,28,0,0,,0
,,,0.0,0,0,2,2.0,23,1,0,576.5501823685315,0
,,,5.0,0,12,0,8.0,31,1,0,606.8257484066336,0
,,,0.0,0,2,0,2.0,26,0,0,600.5436816987657,0
,,,0.0,0,1,0,1.0,24,0,0,571.2612163531361,0
1.0,0.0,0.0,0.0,0,3,0,4.0,39,1,1,591.281935869441,1
,,,0.0,0,1,0,,26,0,1,590.3764062184953,0
,,,0.0,0,0,0,,26,0,0,545.0345376337193,0
,,,0.0,0,1,0,,34,1,0,603.0613445656762,0
,,,0.0,0,0,1,,29,1,0,601.6259140670437,0
,,,0.0,0,1,0,,24,0,0,541.4552286673147,0
,,,2.0,0,8,0,8.0,24,0,0,591.3596659972143,0
,,,8.0,0,18,0,16.0,26,0,0,572.6966468517686,0
1.0,1.0,1.0,0.0,0,6,0,5.0,30,0,0,542.6823738757209,1
,,,0.0,0,0,0,1.0,32,0,0,632.9521775533601,0
,,,0.0,0,1,0,,29,0,1,518.7580953808307,0
,,,0.0,0,0,1,,26,0,0,520.7227749410312,0
,,,0.0,0,2,0,2.0,28,0,0,612.3230903950008,0
,,,0.0,0,0,0,1.0,27,1,0,576.5501823685315,0
,,,0.0,0,0,1,,29,0,0,615.275435199675,0
,,,0.0,0,2,0,2.0,39,0,0,566.6879829853025,0
,,,2.0,0,0,6,6.0,27,0,0,611.1168235858707,0
,,,1.0,0,6,0,6.0,64,0,0,612.7486468811226,0
,,,1.0,0,10,0,9.0,25,0,0,550.2353688269822,0
,,,2.0,0,2,4,6.0,41,0,0,550.2111248042348,0
,,,1.0,0,3,0,3.0,28,0,0,612.3230903950008,0
,,,1.0,0,3,0,3.0,28,0,0,516.3671984510079,0
1.0,0.0,0.0,2.0,0,3,1,3.0,39,1,1,431.7749390418077,1
,,,4.0,6,6,0,9.0,31,0,0,616.7108656983075,0
,,,4.0,0,13,0,14.0,29,0,0,550.2353688269822,0
,,,2.0,2,0,4,6.0,25,0,0,566.6879829853025,0
,,,1.0,0,8,0,8.0,45,0,0,552.9648653021911,0
2.0,2.0,2.0,1.0,0,8,0,7.0,22,0,0,513.2621182238612,1
1.0,1.0,1.0,0.0,0,5,0,4.0,34,0,0,452.0271257497821,1
,,,1.0,0,0,1,2.0,27,0,0,589.8618123702144,0
,,,1.0,0,3,0,3.0,39,0,0,558.9111048705688,0
,,,0.0,0,1,0,1.0,30,1,1,417.0431855408982,0
,,,2.0,0,8,0,8.0,32,0,0,625.6194133972778,0
,,,5.0,12,0,0,10.0,34,0,0,627.0548438959104,0
,,,3.0,0,8,0,6.0,48,0,0,607.7498570271673,0
,,,1.0,0,1,0,6.0,43,0,0,572.6966468517686,0
1.0,1.0,0.0,1.0,0,0,5,5.0,33,0,0,634.3876080519926,1
,,,3.0,0,10,0,10.0,32,1,1,490.64381685128166,0
,,,1.0,0,3,0,3.0,39,0,0,600.4885376115335,0
,,,4.0,0,16,0,15.0,28,0,0,589.8618123702144,0
,,,1.0,0,3,0,3.0,21,0,0,537.2061803381366,0
,,,1.0,0,6,0,6.0,63,0,0,626.1964441332337,0
1.0,0.0,0.0,0.0,0,3,0,3.0,37,0,0,572.6966468517686,1
,,,5.0,0,16,0,16.0,33,0,0,558.6203941857605,0
,,,1.0,0,3,0,3.0,30,0,0,579.5178341726116,0
1.0,0.0,0.0,1.0,0,1,5,5.0,26,0,0,571.2612163531361,1
,,,1.0,6,2,0,6.0,54,0,0,612.7486468811226,0
,,,2.0,6,3,1,9.0,39,1,1,544.1299141537011,0
,,,0.0,0,1,0,1.0,27,0,0,578.2906889642055,0
,,,1.0,0,0,3,3.0,38,0,0,612.2197381784796,0
,,,2.0,0,10,0,9.0,29,0,0,594.9496395863288,0
,,,0.0,0,2,0,2.0,29,0,0,511.2847450077578,0
,,,0.0,0,0,2,2.0,25,0,0,585.9929698540457,0
,,,0.0,0,3,0,3.0,36,0,0,612.3230903950008,0
1.0,0.0,0.0,2.0,0,9,0,9.0,28,0,0,579.8754054014169,1
,,,0.0,0,1,0,,64,0,0,627.5837525985534,0
,,,2.0,0,0,6,6.0,22,0,0,579.7819516730018,0
,,,0.0,0,3,0,2.0,37,0,0,,0
,,,1.0,0,8,0,6.0,32,0,0,634.3876080519926,0
,,,7.0,0,15,0,14.0,38,0,0,612.2197381784796,0
,,,1.0,0,3,0,3.0,45,1,0,556.1958761560918,0
,,,0.0,0,3,0,2.0,31,0,0,536.524424070676,0
,,,1.0,22,0,0,9.0,46,0,0,587.2201150624518,0
,,,1.0,0,5,0,5.0,32,0,0,619.6558545510832,0
,,,2.0,0,7,1,7.0,32,0,0,572.6966468517686,0
,,,7.0,0,19,0,18.0,56,0,0,611.6457322885137,0
,,,1.0,0,2,0,3.0,31,0,0,615.275435199675,0
,,,0.0,0,1,0,1.0,35,0,0,588.4144363666293,0
1.0,1.0,0.0,1.0,0,6,0,6.0,61,0,0,625.5786872215579,1
,,,0.0,0,3,0,5.0,57,0,0,636.4370701143151,0
